address,nearest_mrt,time_to_nearest_mrt,price,unit_type,room_type,room_size,status,updated_time,link,updated_date
Frankel Estate,,,3200.0,Bungalow,Master room,400.0,FULLY FURNISHED,2023-09-16 13:57:29.330410,https://99.co/singapore/rooms/property/east-coast-road-landed-ZaaL2JUtwuqbsn6Ae4a2Gp,2023-09-16
1 Simei St 3,,,2500.0,Condo,Common room,142.0,FULLY FURNISHED,2023-09-16 13:57:29.330412,https://99.co/singapore/rooms/property/eastpoint-green-condo-353zdQRNMbgWbn4P7Svr55,2023-09-16
13 Bedok Reservoir View,Bedok Reservoir, 5 mins,1388.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-16 13:57:29.330414,https://99.co/singapore/rooms/property/aquarius-by-the-park-condo-MxaH5idBqefo765r5sHHFq,2023-09-16
7 One-North Gateway,One-North, 6 mins,3700.0,Condo,Studio,592.0,FULLY FURNISHED,2023-09-16 13:57:29.330417,https://99.co/singapore/rooms/property/one-north-residences-condo-DhgnRCvsAwna8xo8eCsAxp,2023-09-16
454 Yishun Street 41,,,900.0,HDB,Master room,322.0,FULLY FURNISHED,2023-09-16 13:57:29.330419,https://99.co/singapore/rooms/property/454-yishun-street-41-hdb-ezHbLUaLx7hLzvskenKqCP,2023-09-16
457 Upp East Coast Rd,Bayshore, 5 mins,1600.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-16 13:57:29.330422,https://99.co/singapore/rooms/property/the-summit-condo-4WnMk6gZVk3yzpd2YbtZrp,2023-09-16
4 Shan Rd,,,1300.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-16 13:57:29.330424,https://99.co/singapore/rooms/property/le-shantier-condo-LQyXu7exFsyJXPoVGog9H7,2023-09-16
21 Telok Blangah Dr,Telok Blangah, 2 mins,1770.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-16 13:57:29.330426,https://99.co/singapore/rooms/property/harbour-view-towers-condo-KMMP6wvNAKpESS5hfJ7LLs,2023-09-16
20 Woodlands Cres,,,1400.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-16 13:57:29.330429,https://99.co/singapore/rooms/property/northoaks-condo-CSmbAiWoja53TTVaAfRA5S,2023-09-16
121 Meyer Rd,Tanjong Katong, 4 mins,1900.0,Condo,Master room,280.0,FULLY FURNISHED,2023-09-16 13:57:29.330431,https://99.co/singapore/rooms/property/the-makena-condo-QtjXSBJ8WvKofgYVoPhF22,2023-09-16
230C Tampines Street 24,Tampines East, 4 mins,1000.0,HDB,Common room,107.0,FULLY FURNISHED,2023-09-16 13:57:29.330434,https://99.co/singapore/rooms/property/230c-tampines-street-24-hdb-86GefTHMJ49dYZw8tStJzW,2023-09-16
26A Saint George's Lane,Boon Keng, 4 mins,1100.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-16 13:57:29.330436,https://99.co/singapore/rooms/property/26a-saint-georges-lane-hdb-bZmoqMFgJdu92z32Mdc3Kq,2023-09-16
676B Jurong West Street 64,Bahar Junction, 1 mins,1700.0,HDB,Master room,180.0,FULLY FURNISHED,2023-09-16 13:57:29.330438,https://99.co/singapore/rooms/property/676b-jurong-west-street-64-hdb-DiLTA96K6NfvG6VQ4ujDt6,2023-09-16
676B Jurong West Street 64,Bahar Junction, 1 mins,900.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-16 13:57:29.330441,https://99.co/singapore/rooms/property/676b-jurong-west-street-64-hdb-8TE3Euu57cwHPhJ5eSTcQc,2023-09-16
68 Telok Blangah Heights,,,1100.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-16 13:57:29.330443,https://99.co/singapore/rooms/property/68-telok-blangah-heights-hdb-gW4EWjLfuGZnVU8Wh8YAfA,2023-09-16
330 Woodlands Avenue 1,,,800.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-16 13:57:29.330446,https://99.co/singapore/rooms/property/330-woodlands-avenue-1-hdb-cW8qgEkFpQCTQBgHACHgnv,2023-09-16
569 Pasir Ris Street 51,Pasir Ris, 4 mins,1000.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-16 13:57:29.330448,https://99.co/singapore/rooms/property/569-pasir-ris-street-51-hdb-4R4qyruV8wqTVENct5vfYw,2023-09-16
37 Pasir Ris Dr 3,Pasir Ris, 6 mins,1300.0,Condo,Master room,250.0,FULLY FURNISHED,2023-09-16 13:57:29.330450,https://99.co/singapore/rooms/property/eastvale-condo-Bhg6nYpb3ChaHKk5M4tfhK,2023-09-16
8 Flora Dr,,,1500.0,Condo,Common room,110.0,FULLY FURNISHED,2023-09-16 13:57:29.330453,https://99.co/singapore/rooms/property/ferraria-park-condominium-condo-kJcfoz2WKo93UY8BMhc3ZU,2023-09-16
488B Choa Chu Kang Avenue 5,Choa Chu Kang West, 3 mins,850.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-16 13:57:29.330455,https://99.co/singapore/rooms/property/488b-choa-chu-kang-avenue-5-hdb-ZXmvsAW45qd6d3AjTJfNwR,2023-09-16
17 Telok Blangah Crescent,,,2000.0,HDB,Common room,120.0,PARTIALLY FURNISHED,2023-09-16 13:57:29.330458,https://99.co/singapore/rooms/property/17-telok-blangah-crescent-hdb-afbXSLXMiFyHG8PEn8jaXZ,2023-09-16
1 Jln Membina,Tiong Bahru, 2 mins,1800.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-16 13:57:29.330460,https://99.co/singapore/rooms/property/central-green-condominium-condo-oAWjdBGHwbsvbhpvASdv6J,2023-09-16
6 Flora Rd,,,1650.0,Condo,Common room,135.0,FULLY FURNISHED,2023-09-16 13:57:29.330462,https://99.co/singapore/rooms/property/azalea-park-condominium-condo-kUXGwiNqJcsbNXyM6PpPTV,2023-09-16
6 Flora Rd,,,2400.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-16 13:57:29.330465,https://99.co/singapore/rooms/property/azalea-park-condominium-condo-M7bJ6zwDqvbv8ZLnpWz8Ak,2023-09-16
344 River Valley Rd,Great World, 5 mins,2800.0,Condo,Common room,169.0,FULLY FURNISHED,2023-09-16 13:57:29.330467,https://99.co/singapore/rooms/property/rv-altitude-condo-DmPWBwk6MkXyKJDWtYrv27,2023-09-16
1 Jln Membina,Tiong Bahru, 2 mins,1800.0,Condo,Common room,200.0,FULLY FURNISHED,2023-09-16 13:57:29.330469,https://99.co/singapore/rooms/property/central-green-condominium-condo-EGYUJFSUJdUWpWBtTMNPxw,2023-09-16
96 Edgedale Plains,Kadaloor, 2 mins,1050.0,Condo,Common room,130.0,FULLY FURNISHED,2023-09-16 13:57:29.330472,https://99.co/singapore/rooms/property/the-terrace-condo-DuRCZucEeQfkKzri98ySj6,2023-09-16
96 Edgedale Plains,Kadaloor, 2 mins,1500.0,Condo,Common room,130.0,FULLY FURNISHED,2023-09-16 13:57:29.330474,https://99.co/singapore/rooms/property/the-terrace-condo-8zLHCAK2EXBcNySz2tGTZd,2023-09-16
Lorong 9 Geylang,,,1300.0,Townhouse,Common room,150.0,PARTIALLY FURNISHED,2023-09-16 13:57:29.330477,https://99.co/singapore/rooms/property/lorong-9-geylang-landed-g9R52K65Nzxf2BKgq2T42T,2023-09-16
21 Lor Tahar,Kallang, 6 mins,950.0,Condo,Common room,100.0,PARTIALLY FURNISHED,2023-09-16 13:57:29.330479,https://99.co/singapore/rooms/property/angsana21-condo-cYMQR9tve2hjeKGad4aEfx,2023-09-16
16 Lor 33 Geylang,,,1150.0,Condo,Common room,120.0,FULLY FURNISHED,2023-09-16 13:57:29.330481,https://99.co/singapore/rooms/property/delight-court-condo-vhKiDan35ok9qJyap3QV33,2023-09-16
329A Guillemard Rd,,,1300.0,Condo,Common room,100.0,PARTIALLY FURNISHED,2023-09-16 13:57:29.330484,https://99.co/singapore/rooms/property/guillemard-view-condo-vR3wHTqDpdR36jD5JMWn9F,2023-09-16
21 Lor Tahar,Kallang, 6 mins,1600.0,Condo,Master room,120.0,FULLY FURNISHED,2023-09-16 13:57:29.330486,https://99.co/singapore/rooms/property/angsana21-condo-jVJoQafdLeSJyL8CZrBAre,2023-09-16
685 Geylang Rd,,,1150.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-16 13:57:29.330488,https://99.co/singapore/rooms/property/ever-lodge-condo-5TKAsRoePmp98Leqva6c7b,2023-09-16
7 Commonwealth Avenue,,,1000.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-16 13:57:29.330491,https://99.co/singapore/rooms/property/7-commonwealth-avenue-hdb-EhnGWK7eR29oXvFLCg3vNE,2023-09-16
722 Yishun Street 71,,,800.0,HDB,Common room,969.0,FULLY FURNISHED,2023-09-16 13:57:29.330493,https://99.co/singapore/rooms/property/722-yishun-street-71-hdb-gACKQAtHyJNXULwLCxXrD5,2023-09-16
35 Jln Rama Rama,,,1700.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-16 13:57:29.330496,https://99.co/singapore/rooms/property/de-royale-condo-BFoGcR9YMfgnwJCE78E95m,2023-09-16
68 Telok Blangah Heights,,,1100.0,HDB,Common room,980.0,FULLY FURNISHED,2023-09-16 13:57:29.330498,https://99.co/singapore/rooms/property/68-telok-blangah-heights-hdb-fJSEkkKZ82d83iWbwVd7pS,2023-09-16
Capitol Park,,,1800.0,Bungalow,Master room,250.0,PARTIALLY FURNISHED,2023-09-16 13:57:29.330500,https://99.co/singapore/rooms/property/university-road-landed-dn4rqqwyMEsBRmNgsRsH79,2023-09-16
201 Jln Loyang Besar,,,2150.0,Condo,Master room,300.0,FULLY FURNISHED,2023-09-16 13:57:29.330503,https://99.co/singapore/rooms/property/casa-pasir-ris-condo-nNjZseMGPwGfeMnBb9VDJj,2023-09-16
416B Fernvale Link,Layar, 2 mins,1200.0,HDB,Common room,250.0,FULLY FURNISHED,2023-09-16 13:57:29.330505,https://99.co/singapore/rooms/property/416b-fernvale-link-hdb-QMdQBTKedZoF25FQWdG8aH,2023-09-16
5000J Marine Parade Rd,Siglap, 4 mins,1250.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-16 13:57:29.330507,https://99.co/singapore/rooms/property/lagoon-view-condo-Eu2oKQTXvpZD6QyYk8fJuX,2023-09-16
13 Flora Rd,,,2700.0,Condo,Master room,603.0,PARTIALLY FURNISHED,2023-09-16 13:57:29.330510,https://99.co/singapore/rooms/property/avila-gardens-condo-nkqULsws6K5V9d46hhuB9s,2023-09-16
325C Sengkang East Way,Cheng Lim, 6 mins,800.0,HDB,Master room,150.0,FULLY FURNISHED,2023-09-16 13:57:29.330512,https://99.co/singapore/rooms/property/325c-sengkang-east-way-hdb-iYAVxZXEdn8Pv86bJJfvzD,2023-09-16
1 Pk Rd,Chinatown, 1 mins,1200.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-16 13:57:29.330515,https://99.co/singapore/rooms/property/peoples-park-complex-condo-UjZFJfieukMgqgfF6cbMrP,2023-09-16
30 Lor Mydin,Kembangan, 1 mins,1280.0,Condo,Common room,70.0,FULLY FURNISHED,2023-09-16 13:57:29.330517,https://99.co/singapore/rooms/property/astoria-park-condo-G9eDR9gqz54FMZJ76FBByV,2023-09-16
47A Edgefield Plains,Cove, 3 mins,1050.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-16 13:57:29.330519,https://99.co/singapore/rooms/property/waterbay-condo-ZyU97tMQNYsvGjeKE7YDRf,2023-09-16
491 Admiralty Link,,,999.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-16 13:57:29.330522,https://99.co/singapore/rooms/property/491-admiralty-link-hdb-e2z629feJqYj8pRGEbVXLM,2023-09-16
3 Oxford Rd,Farrer Park, 5 mins,1750.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-16 13:57:29.330524,https://99.co/singapore/rooms/property/kentish-lodge-condo-VGiLFEQY5paTVsEBXPsALn,2023-09-16
348A Yishun Avenue 11,,,1000.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-16 13:57:29.330527,https://99.co/singapore/rooms/property/348a-yishun-avenue-11-hdb-UqDeHMp2cvh5AiTe7NsnSV,2023-09-16
51 Mandalay Rd,,,1200.0,Condo,Common room,80.0,FULLY FURNISHED,2023-09-16 13:57:29.330529,https://99.co/singapore/rooms/property/monarchy-apartments-condo-kidBDpGr6MvJM6pb7PWGL5,2023-09-16
466A Yishun Avenue 6,,,900.0,HDB,Common room,150.0,FULLY FURNISHED,2023-09-16 13:57:29.330531,https://99.co/singapore/rooms/property/466a-yishun-avenue-6-hdb-d5xDWjAb93RzW4qxo4QBFz,2023-09-16
706 Hougang Avenue 2,,,850.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-15 13:57:29.330534,https://99.co/singapore/rooms/property/706-hougang-avenue-2-hdb-9wafRGnzWhFh77PKRuwCkz,2023-09-15
10 Bedok Rise,Tanah Merah, 3 mins,1400.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-15 13:57:29.330536,https://99.co/singapore/rooms/property/the-glades-condo-RufwBZqgeajjK76ndPKyL6,2023-09-15
50 Tanah Merah Kechil Ave,Tanah Merah, 3 mins,1200.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-15 13:57:29.330539,https://99.co/singapore/rooms/property/casa-merah-condo-5AxoNYsBbyWHj3scqk2xQw,2023-09-15
119 Hougang Avenue 1,,,950.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-15 13:57:29.330541,https://99.co/singapore/rooms/property/119-hougang-avenue-1-hdb-44oGA5t6o2dwqgFu9Z9wbb,2023-09-15
92 Commonwealth Drive,Commonwealth, 5 mins,950.0,HDB,Common room,250.0,FULLY FURNISHED,2023-09-15 13:57:29.330544,https://99.co/singapore/rooms/property/92-commonwealth-drive-hdb-bmQpr5riGv3h8byWhCGTtZ,2023-09-15
643B Senja Close,Jelapang, 3 mins,1100.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-15 13:57:29.330546,https://99.co/singapore/rooms/property/643b-senja-close-hdb-bNb8M25y88iVEjrUAFVFzn,2023-09-15
408B Fernvale Road,Fernvale, 4 mins,1000.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-15 13:57:29.330549,https://99.co/singapore/rooms/property/408b-fernvale-road-hdb-PpsrkyWNB34HNVx7ypFvzv,2023-09-15
30 Tanah Merah Kechil Rd,Tanah Merah, 3 mins,1400.0,Condo,Common room,120.0,FULLY FURNISHED,2023-09-15 13:57:29.330551,https://99.co/singapore/rooms/property/east-meadows-condo-Xh45Pmmo3LXmGXwGPqXcAh,2023-09-15
408B Fernvale Road,Fernvale, 4 mins,1000.0,HDB,Common room,90.0,FULLY FURNISHED,2023-09-15 13:57:29.330554,https://99.co/singapore/rooms/property/408b-fernvale-road-hdb-mRpi5J2hvPbakC8dUW7BbC,2023-09-15
35 Marine Crescent,Marine Terrace, 6 mins,1200.0,HDB,Common room,130.0,FULLY FURNISHED,2023-09-15 13:57:29.330556,https://99.co/singapore/rooms/property/35-marine-crescent-hdb-UaeKj45JntBTCHCc5K2AYn,2023-09-15
Kembangan Villas,Kembangan, 4 mins,2000.0,Semi-D,Master room,160.0,FULLY FURNISHED,2023-09-15 13:57:29.330558,https://99.co/singapore/rooms/property/lengkong-tiga-landed-dbehJDF6FknYJLrRsrvYYC,2023-09-15
The Shaughnessy,,,1200.0,Cluster House,Master room,120.0,FULLY FURNISHED,2023-09-15 13:57:29.330561,https://99.co/singapore/rooms/property/miltonia-close-landed-fBxBb9xScePAg8bjeH4bnC,2023-09-15
244 Bukit Panjang Ring Road,Bangkit, 1 mins,1500.0,HDB,Master room,200.0,FULLY FURNISHED,2023-09-15 13:57:29.330563,https://99.co/singapore/rooms/property/244-bukit-panjang-ring-road-hdb-M3Uo9u2VDJnbN7MJNY3LuJ,2023-09-15
703 Bedok Reservoir Road,Bedok North, 4 mins,1200.0,HDB,Master room,126.0,FULLY FURNISHED,2023-09-15 13:57:29.330566,https://99.co/singapore/rooms/property/703-bedok-reservoir-road-hdb-k3hHt2sp22LsnwiDfJdj7x,2023-09-15
9 Lor 27A Geylang,Aljunied, 3 mins,1200.0,Condo,Common room,110.0,FULLY FURNISHED,2023-09-15 13:57:29.330568,https://99.co/singapore/rooms/property/sims-green-condo-RxdMRFdCq7vDhQ4ncw8RyR,2023-09-15
185C Rivervale Crescent,Rumbia, 3 mins,1600.0,HDB,Whole unit,968.0,FULLY FURNISHED,2023-09-15 13:57:29.330571,https://99.co/singapore/rooms/property/185c-rivervale-crescent-hdb-Ub9mGVoMApGVTFH7KL7Xjr,2023-09-15
27 Jln Jintan,Orchard, 4 mins,2650.0,Condo,Master room,350.0,FULLY FURNISHED,2023-09-15 13:57:29.330573,https://99.co/singapore/rooms/property/kimsia-court-condo-QoKk9ghRxe492o98WFGaS9,2023-09-15
320B Anchorvale Drive,,,950.0,HDB,Master room,270.0,FULLY FURNISHED,2023-09-15 13:57:29.330575,https://99.co/singapore/rooms/property/320b-anchorvale-drive-hdb-RHRjtCKF52Q287NkQvfEL9,2023-09-15
15 Kovan Rd,Kovan, 3 mins,2500.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-15 13:57:29.330578,https://99.co/singapore/rooms/property/kovan-melody-condo-NGN3S7S3ZUoqmsWCYf2L3r,2023-09-15
33 Oxley Rise,Dhoby Ghaut, 4 mins,4800.0,Condo,Studio,700.0,FULLY FURNISHED,2023-09-15 13:57:29.330580,https://99.co/singapore/rooms/property/visioncrest-condo-TNiQZfm6KqyULQNT5WcXvg,2023-09-15
14 Mount Elizabeth,Orchard, 6 mins,2500.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-15 13:57:29.330583,https://99.co/singapore/rooms/property/elizabeth-towers-condo-o5serL8BHhQei22bcUDeJZ,2023-09-15
157 Mei Ling Street,Queenstown, 4 mins,1500.0,HDB,Common room,130.0,FULLY FURNISHED,2023-09-15 13:57:29.330585,https://99.co/singapore/rooms/property/157-mei-ling-street-hdb-mhecw28h5oRY3HcVevompE,2023-09-15
629 Hougang Avenue 8,,,1200.0,HDB,Master room,300.0,FULLY FURNISHED,2023-09-15 13:57:29.330587,https://99.co/singapore/rooms/property/629-hougang-avenue-8-hdb-Ey8o9RTnbeyWwWXAFSebrT,2023-09-15
9 Wilkie Terrace,Rochor, 5 mins,2700.0,Condo,Master room,250.0,FULLY FURNISHED,2023-09-15 13:57:29.330590,https://99.co/singapore/rooms/property/liv-on-wilkie-condo-S2VSP9iaRg5DNXCdj9R9SH,2023-09-15
32 Serangoon Nth Ave 1,,,2000.0,Condo,Common room,50.0,FULLY FURNISHED,2023-09-15 13:57:29.330592,https://99.co/singapore/rooms/property/affinity-at-serangoon-condo-7Br6E5miQneL9psaAqK9x5,2023-09-15
8 Lor 37 Geylang,Paya Lebar, 5 mins,1300.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-15 13:57:29.330595,https://99.co/singapore/rooms/property/guilin-mansions-condo-fpfRyUH2nRBPSAW4KmA5XT,2023-09-15
29 West Coast Rise,,,1800.0,Condo,Master room,100.0,FULLY FURNISHED,2023-09-15 13:57:29.330597,https://99.co/singapore/rooms/property/monterey-park-condominium-condo-Xm3FUQpQ89xjNo8q8sGuTi,2023-09-15
202 Upp East Coast Rd,Siglap, 6 mins,3800.0,Condo,Whole unit,753.0,FULLY FURNISHED,2023-09-15 13:57:29.330600,https://99.co/singapore/rooms/property/eastern-lagoon-condo-Lr97czSdYqz8B4Dq9MWAFT,2023-09-15
15 Tampines St 86,,,1600.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-15 13:57:29.330602,https://99.co/singapore/rooms/property/q-bay-residences-condo-Nr7nyAYLHnzjK2fmKugdRV,2023-09-15
356D Ubi Road 3,Ubi, 4 mins,1700.0,HDB,Master room,269.0,PARTIALLY FURNISHED,2023-09-15 13:57:29.330604,https://99.co/singapore/rooms/property/356d-ubi-road-3-hdb-8o2XVR4mzvwXcemUgbCJM3,2023-09-15
145 Rivervale Drive,Rumbia, 1 mins,950.0,HDB,Common room,150.0,PARTIALLY FURNISHED,2023-09-15 13:57:29.330607,https://99.co/singapore/rooms/property/145-rivervale-drive-hdb-HzgLi8desVJknSey5g2WBi,2023-09-15
84 Upp Serangoon View,,,1800.0,Condo,Master room,120.0,FULLY FURNISHED,2023-09-15 13:57:29.330609,https://99.co/singapore/rooms/property/kingsford-waterbay-condo-getMDu3zM6w4BJFXPnmmYg,2023-09-15
233 Paya Lebar Rd,MacPherson, 6 mins,2090.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-15 13:57:29.330612,https://99.co/singapore/rooms/property/le-crescendo-condo-32Vh3Pdmk4xrw4MsewkGJy,2023-09-15
456 Ang Mo Kio Avenue 10,,,1200.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-15 13:57:29.330614,https://99.co/singapore/rooms/property/456-ang-mo-kio-avenue-10-hdb-FfK5Z46DfKZ8sWSxjzNnBw,2023-09-15
147 Tampines Avenue 5,,,2000.0,HDB,Common room,120.0,FULLY FURNISHED,2023-09-15 13:57:29.330616,https://99.co/singapore/rooms/property/147-tampines-avenue-5-hdb-VPSyo3TCYsdsqn66U97XF2,2023-09-15
11 Lincoln Rd,,,2300.0,Condo,Master room,200.0,FULLY FURNISHED,2023-09-15 13:57:29.330619,https://99.co/singapore/rooms/property/iridium-condo-EXA5Dg4QufK2Jzf56NkSRZ,2023-09-15
Capitol Park,,,1400.0,Bungalow,Master room,222.0,PARTIALLY FURNISHED,2023-09-15 13:57:29.330621,https://99.co/singapore/rooms/property/university-road-landed-Fm3KmoryXBv5QuA2r9y8io,2023-09-15
756 Yishun Street 72,Yishun, 5 mins,1200.0,HDB,Common room,120.0,PARTIALLY FURNISHED,2023-09-15 13:57:29.330624,https://99.co/singapore/rooms/property/756-yishun-street-72-hdb-T6atkR6Tw2Xgsnu44JqATV,2023-09-15
1801 Ang Mo Kio Ave 1,,,1500.0,Condo,Master room,160.0,FULLY FURNISHED,2023-09-15 13:57:29.330626,https://99.co/singapore/rooms/property/kingsgrove-condo-BgE77888c9paNHG8vBzFR5,2023-09-15
428B Yishun Avenue 11,,,800.0,HDB,Common room,200.0,FULLY FURNISHED,2023-09-15 13:57:29.330629,https://99.co/singapore/rooms/property/428b-yishun-avenue-11-hdb-RSvGEf4vCiTaWUR5NveATN,2023-09-15
81 Jurong West Ctrl 3,Boon Lay, 1 mins,1600.0,Condo,Common room,141.0,FULLY FURNISHED,2023-09-15 13:57:29.330631,https://99.co/singapore/rooms/property/the-centris-condo-aKTu7hDSdPC8v5EPNgTHqz,2023-09-15
662D Jurong West Street 64,Boon Lay, 3 mins,4000.0,HDB,Master room,1000.0,FULLY FURNISHED,2023-09-15 13:57:29.330633,https://99.co/singapore/rooms/property/662d-jurong-west-street-64-hdb-TPcn3C6VAzn4bJZc8PCaqU,2023-09-15
238 Westwood Ave,Gek Poh, 4 mins,1280.0,Condo,Common room,120.0,FULLY FURNISHED,2023-09-15 13:57:29.330636,https://99.co/singapore/rooms/property/the-floravale-condo-hp248n4LTcQZMwzLHiDbBf,2023-09-15
229 Jurong East Street 21,,,1800.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-15 13:57:29.330638,https://99.co/singapore/rooms/property/229-jurong-east-street-21-hdb-LrdjMFKwLmyy3hczPREwDu,2023-09-15
35 Jurong East Ave 1,Chinese Garden, 2 mins,1800.0,Condo,Master room,250.0,FULLY FURNISHED,2023-09-15 13:57:29.330641,https://99.co/singapore/rooms/property/parc-oasis-condo-TaxSrqQgJfR8pVNQdxGLPN,2023-09-15
17 Lor Kilat,Beauty World, 2 mins,1400.0,Condo,Common room,150.0,FULLY FURNISHED,2023-09-15 13:57:29.330643,https://99.co/singapore/rooms/property/kilat-court-condo-9RvpkJTWTVApk6mdiDZcAR,2023-09-15
687B Woodlands Drive 75,,,1200.0,HDB,Master room,200.0,PARTIALLY FURNISHED,2023-09-15 13:57:29.330645,https://99.co/singapore/rooms/property/687b-woodlands-drive-75-hdb-jPSgXdGJDb4npzVj9LVdeh,2023-09-15
50 Gilstead Rd,Novena, 6 mins,1600.0,Condo,Master room,160.0,FULLY FURNISHED,2023-09-15 13:57:29.330648,https://99.co/singapore/rooms/property/gilstead-court-condo-RANGTJTAfnsPvRHswNpKJC,2023-09-15
20 Woodlands Cres,,,1500.0,Condo,Master room,350.0,FULLY FURNISHED,2023-09-15 13:57:29.330650,https://99.co/singapore/rooms/property/northoaks-condo-hDfAJqmc2eizKzeossQ3Gj,2023-09-15
7 Geylang East Ave 1,Aljunied, 3 mins,1999.0,Condo,Master room,150.0,FULLY FURNISHED,2023-09-15 13:57:29.330653,https://99.co/singapore/rooms/property/tre-residences-condo-3xQgyKsM7osnkBxSA6CBeK,2023-09-15
338E River Valley Rd,Somerset, 6 mins,1180.0,Condo,Common room,90.0,FULLY FURNISHED,2023-09-15 13:57:29.330655,https://99.co/singapore/rooms/property/river-valley-court-condo-fuTmbrXYxtTetBRZQXsLfF,2023-09-15
400 Balestier Rd,,,1280.0,Condo,Common room,120.0,FULLY FURNISHED,2023-09-15 13:57:29.330657,https://99.co/singapore/rooms/property/balestier-plaza-condo-HijWSkWnboG9YpCBrYDNf2,2023-09-15
500 Guillemard Rd,Paya Lebar, 6 mins,1280.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-15 13:57:29.330660,https://99.co/singapore/rooms/property/esta-ruby-condo-DSGMbg9NWG2N9C4ig627N2,2023-09-15
126B Canberra Street,Canberra, 10 mins,900.0,HDB,Common room,80.0,FULLY FURNISHED,2023-09-15 13:57:29.330662,https://99.co/singapore/rooms/property/126b-canberra-street-hdb-6yYvqaUhZWLg9BNmNQxTxY,2023-09-15
353 Yishun Ring Road,,,1100.0,HDB,Common room,100.0,FULLY FURNISHED,2023-09-15 13:57:29.330665,https://99.co/singapore/rooms/property/353-yishun-ring-road-hdb-cwtnbfadmcx95HAAdyZbc3,2023-09-15
353 Yishun Ring Road,,,1300.0,HDB,Master room,120.0,FULLY FURNISHED,2023-09-15 13:57:29.330667,https://99.co/singapore/rooms/property/353-yishun-ring-road-hdb-9Zq2FhwB8aAp8WGeoXY6ru,2023-09-15
5A Lor 37 Geylang,Paya Lebar, 6 mins,1280.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-15 13:57:29.330670,https://99.co/singapore/rooms/property/sunny-grove-condo-QJRWbTmSeuvAL4bwwd7xw8,2023-09-15
240 Lor Chuan,,,1250.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-15 13:57:29.330672,https://99.co/singapore/rooms/property/former-chuan-park-condo-zWJH5LweEVW92FJBnudpsR,2023-09-15
3 Lor 37 Geylang,,,1480.0,Condo,Master room,150.0,FULLY FURNISHED,2023-09-15 13:57:29.330674,https://99.co/singapore/rooms/property/moro-mansions-condo-Bcmg89eoUUbTgFmEYDdAQG,2023-09-15
240 Lor Chuan,,,899.0,Condo,Common room,90.0,FULLY FURNISHED,2023-09-15 13:57:29.330677,https://99.co/singapore/rooms/property/former-chuan-park-condo-JP7PWGUSaVnQXaaq5CQMCU,2023-09-15
137 Sunset Way,,,1230.0,Condo,Common room,100.0,FULLY FURNISHED,2023-09-15 13:57:29.330679,https://99.co/singapore/rooms/property/clementi-park-condo-P3gqXmygor4L43rjRcUak3,2023-09-15
8 Verdun Rd,Farrer Park, 4 mins,1900.0,Condo,Common room,120.0,FULLY FURNISHED,2023-09-15 13:57:29.330682,https://99.co/singapore/rooms/property/verdun-house-condo-KYp9htdZ7dpJaiahyoYiic,2023-09-15
813 Jellicoe Road,Lavender, 1 mins,1500.0,HDB,Master room,150.0,FULLY FURNISHED,2023-09-15 13:57:29.330684,https://99.co/singapore/rooms/property/813-jellicoe-road-hdb-bRNTLpYX3f5kttbpkMf5RS,2023-09-15
